Date,MSFT
2004-04-01,16.726187
2004-04-02,17.239708
2004-04-05,17.306395000000002
2004-04-06,17.206362
2004-04-07,17.066303
2004-04-08,16.992947
2004-04-12,17.079647
2004-04-13,16.972939
2004-04-14,17.012959
2004-04-15,16.819553
2004-04-16,16.779524
2004-04-19,17.026293
2004-04-20,16.892908
2004-04-21,16.972939
2004-04-22,17.306395000000002
2004-04-23,18.366789
2004-04-26,18.166721
2004-04-27,18.153370000000002
2004-04-28,17.713217
2004-04-29,17.659855
2004-04-30,17.426437
2004-05-03,17.57316
2004-05-04,17.559826
2004-05-05,17.53981
2004-05-06,17.419775
2004-05-07,17.193022
2004-05-10,17.293056
2004-05-11,17.299732000000002
2004-05-12,17.299732000000002
2004-05-13,17.406431
2004-05-14,17.246378
2004-05-17,17.032969
2004-05-18,17.226361999999998
2004-05-19,17.086313
