Date,Adj Close AAPL,Adj Close MSFT
2005-05-25,5.094304,19.37738
2005-05-26,5.217242,19.520584
2005-05-27,5.194191,19.648712
2005-05-31,5.091742,19.445211
2005-06-01,5.160896,19.452749
2005-06-02,5.127599,19.437672
2005-06-03,4.897088,19.166348
2005-06-06,4.856109,19.121124
2005-06-07,4.6793830000000005,19.226643
2005-06-08,4.728046,19.14374
2005-06-09,4.8215309999999985,19.226643
2005-06-10,4.585896,19.166348
2005-06-13,4.597424,19.075903
2005-06-14,4.610229,19.113588
2005-06-15,4.754938,19.038229
2005-06-16,4.863792,18.872404
2005-06-17,4.906052,18.872404
2005-06-20,4.816408999999998,18.925163
2005-06-21,4.848423,18.955317
2005-06-22,4.936787000000002,18.89502
2005-06-23,4.980327,19.075903
2005-06-24,4.835618,18.872404
2005-06-27,4.751097,18.879944
2005-06-28,4.777991,18.89502
2005-06-29,4.657613,18.910095
2005-06-30,4.713959,18.72167
2005-07-01,4.6742599999999985,18.623697
2005-07-05,4.863792,18.827188
2005-07-06,4.788236,18.616159
2005-07-07,4.818971,18.578468
2005-07-08,4.8983690000000015,18.910095
2005-07-11,4.879159,19.060839
2005-07-12,4.897088,19.302013
2005-07-13,4.911175,19.339701
2005-07-14,5.218524,19.573339
2005-07-15,5.320973,19.437672
2005-07-18,5.31329,19.256794
2005-07-19,5.530995,19.716541
2005-07-20,5.587343,19.739159
2005-07-21,5.543801,19.927568
2005-07-22,5.634725,19.354773
2005-07-25,5.610392,19.362307
2005-07-26,5.587343,19.249254
2005-07-27,5.633444,19.384922
2005-07-28,5.6091120000000005,19.407524
2005-07-29,5.461842,19.302013
2005-08-01,5.474646,19.53565
2005-08-02,5.530995,20.206442000000006
2005-08-03,5.534836,20.538069
2005-08-04,5.469524,20.590826
2005-08-05,5.505383,20.922453
2005-08-08,5.461842,20.447618
2005-08-09,5.611674,20.613434
2005-08-10,5.555326,20.31196
2005-08-11,5.634725,20.553135
2005-08-12,5.903654,20.387325
2005-08-15,6.105992,20.50828
2005-08-16,5.922864,20.213461
2005-08-17,6.038119,20.372208
2005-08-18,5.9292669999999985,20.273945
2005-08-19,5.869079,20.198345
2005-08-22,5.874201,20.341969
2005-08-23,5.857553,20.311733
2005-08-24,5.8613940000000015,20.26638
2005-08-25,5.898531,20.43268
2005-08-26,5.857553,20.387325
2005-08-29,5.870358,20.52339
2005-08-30,5.963843,20.54607
2005-08-31,6.004824,20.69725
2005-09-01,5.924144999999998,20.561193
2005-09-02,5.919022,20.425127
2005-09-06,6.249422,20.410004
2005-09-07,6.234054,20.296619
2005-09-08,6.374923,20.115196
2005-09-09,6.570858,20.092518
2005-09-12,6.5823839999999985,20.115196
2005-09-13,6.508108999999998,20.016926
2005-09-14,6.353152,19.888416
2005-09-15,6.3864480000000015,19.858175
2005-09-16,6.558052,19.706991
2005-09-19,6.74118,19.654081
2005-09-20,6.811614,19.533133
2005-09-21,6.673306,19.268557
2005-09-22,6.646414999999998,19.15517
2005-09-23,6.812894,19.102253
2005-09-26,6.894854,19.102253
2005-09-27,6.843628,19.15517
2005-09-28,6.541403,19.404623
2005-09-29,6.702761,19.608723
2005-09-30,6.865399000000001,19.449986
2005-10-03,6.971691000000001,19.276115
2005-10-04,6.883328999999999,18.883034
2005-10-05,6.759109,18.648693
2005-10-06,6.6208,18.694054
2005-10-07,6.569576,18.588219
2005-10-10,6.4504790000000005,18.489954
2005-10-11,6.606715,18.45216
2005-10-12,6.307049,18.369007
2005-10-13,6.882047999999998,18.588219
2005-10-14,6.915344,18.648693
2005-10-17,6.843628,18.542868
2005-10-18,6.686112,18.573103
2005-10-19,7.035722,18.966187
2005-10-20,7.1893970000000005,18.739414
2005-10-21,7.1279270000000015,18.731846
2005-10-24,7.272637,18.973749
2005-10-25,7.184274,18.920832
2005-10-26,7.30337,18.981302
2005-10-27,7.095911999999998,18.784756
2005-10-28,6.975533,19.2988
2005-10-31,7.375085,19.427298
2005-11-01,7.363561,19.623842
2005-11-02,7.677311,20.001804
2005-11-03,7.92063,19.986685
2005-11-04,7.830984,20.15299
2005-11-07,7.7131690000000015,20.417564
2005-11-08,7.670910000000001,20.447802
2005-11-09,7.6978,20.379765
2005-11-10,7.834828,20.478037
2005-11-11,7.880932,20.621662
2005-11-14,7.869405,20.689697
2005-11-15,7.975696000000001,20.848907
2005-11-16,8.317623,21.030863
2005-11-17,8.262553,21.205231
2005-11-18,8.267678,21.281044
2005-11-21,8.318904,21.349277
2005-11-22,8.518678999999999,21.15975
2005-11-23,8.594235000000001,21.167326
2005-11-25,8.879814999999997,21.046026
2005-11-28,8.920793,21.038437
2005-11-29,8.721017,20.985373000000006
2005-11-30,8.685158,20.985373000000006
2005-12-01,9.169233,21.144581
2005-12-02,9.301138,21.235561
2005-12-05,9.197408,21.114252
2005-12-06,9.482981,20.99295
2005-12-07,9.470178,21.038437
2005-12-08,9.486828,20.99295
2005-12-09,9.518843,21.008118
2005-12-12,9.59312,20.811005
2005-12-13,9.602085,20.568392000000006
2005-12-14,9.22174,20.538071
2005-12-15,9.24351,20.409185
2005-12-16,9.106483,20.394018
2005-12-19,9.141061,20.34095
2005-12-20,9.234546,20.363699
2005-12-21,9.412549,20.265129
2005-12-22,9.479141,20.158995
2005-12-23,9.393343,20.196903
2005-12-27,9.506035,20.060444
2005-12-28,9.421515,20.007362
2005-12-29,9.150025,19.916388
2005-12-30,9.206375,19.825415
2006-01-03,9.572629,20.348532
2006-01-04,9.600802,20.447094
2006-01-05,9.525245,20.462255
2006-01-06,9.771125,20.401602
2006-01-09,9.739107,20.363699
2006-01-10,10.355087,20.469837
2006-01-11,10.744396,20.689697
2006-01-12,10.79434,20.575977
2006-01-13,10.96082,20.613884
2006-01-17,10.848126,20.462255
2006-01-18,10.563828,20.34095
2006-01-19,10.122014,20.485006
2006-01-20,9.744233,20.022532
2006-01-23,9.946567,19.977037
2006-01-24,9.737827,19.923969
2006-01-25,9.502194,20.014946
2006-01-26,9.262717,20.090759
2006-01-27,9.224299,21.068768
2006-01-30,9.604645,21.227974
2006-01-31,9.669956,21.341702
2006-02-01,9.658429,21.258303
2006-02-02,9.233264,20.985373000000006
2006-02-03,9.201248,20.879232
2006-02-06,8.618566,20.598721
2006-02-07,8.656986,20.424351
2006-02-08,8.811942,20.401602
2006-02-09,8.317623,20.212065
2006-02-10,8.619848,20.234806
2006-02-13,8.286888000000001,20.007362
2006-02-14,8.662108,20.204487
2006-02-15,8.864445,20.447908
2006-02-16,9.03733,20.39467
2006-02-17,9.001471,20.310987
2006-02-21,8.846516000000003,20.189274
2006-02-22,9.133376,20.326204
2006-02-23,9.188443,20.28056
2006-02-24,9.151307,20.257734
2006-02-27,9.091116,20.577234
2006-02-28,8.770961999999999,20.440304
2006-03-01,8.84908,20.645697
2006-03-02,8.914392,20.516378
2006-03-03,8.672353999999999,20.48595
2006-03-06,8.385495,20.470737
2006-03-07,8.491786,20.584839
2006-03-08,8.408547,20.729376
2006-03-09,8.186997,20.539202
2006-03-10,8.092231,20.66852
2006-03-13,8.411107000000001,20.622879
2006-03-14,8.621128,20.714167
2006-03-15,8.481539999999999,20.813057
2006-03-16,8.235663,20.744585
2006-03-17,8.280485,20.919546
2006-03-20,8.194681,21.216232
2006-03-21,7.915507000000002,21.102123
2006-03-22,7.897578999999999,20.653307
2006-03-23,7.704202,20.425093
2006-03-24,7.6785929999999984,20.546806
2006-03-27,7.620966,20.546806
2006-03-28,7.518515,20.463123
2006-03-29,7.982099000000002,20.554415
2006-03-30,8.035886999999999,20.714167
2006-03-31,8.032043,20.698948
2006-04-03,8.02308,20.965199
2006-04-04,7.833547999999999,21.026051
2006-04-05,8.607041,21.102123
2006-04-06,9.123134,20.965199
2006-04-07,8.937441999999997,20.729376
2006-04-10,8.794013,20.759804000000006
2006-04-11,8.706932,20.638088
2006-04-12,8.543012,20.691341
2006-04-13,8.512275,20.592451
2006-04-17,8.299693,20.417492000000006
2006-04-18,8.480261,20.706554
2006-04-19,8.407266,20.562025
2006-04-20,8.66083,20.562025
2006-04-21,8.585269,20.653307
2006-04-24,8.420072,20.622879
2006-04-25,8.473857,20.622879
2006-04-26,8.727422,20.615271
2006-04-27,8.882375999999997,20.729376
2006-04-28,9.014277,18.371174
2006-05-01,8.913109,18.477671
2006-05-02,9.171793,18.264675
2006-05-03,9.110323,17.625679
2006-05-04,9.109045,17.831066
2006-05-05,9.206375,18.104923
2006-05-08,9.206375,18.051674
2006-05-09,9.096238,17.967993
2006-05-10,9.041172,18.082104
2006-05-11,8.727422,17.663715
2006-05-12,8.669792999999999,17.625679
2006-05-15,8.681316,17.679132
2006-05-16,8.321465,17.572216
2006-05-17,8.357319,17.358389000000006
2006-05-18,8.090950999999999,17.434760999999998
2006-05-19,8.261274,17.228563
2006-05-22,8.116566,17.472936999999998
2006-05-23,8.087111,17.404211
2006-05-24,8.111444,17.946419
2006-05-25,8.238221000000001,18.1297
2006-05-26,8.138334,18.114424
2006-05-30,7.83995,17.679132
2006-05-31,7.654261,17.297297
2006-06-01,7.961608999999998,17.427120000000002
2006-06-02,7.896299000000001,17.381296
2006-06-05,7.6837149999999985,17.182741
2006-06-06,7.647858999999999,16.900181
2006-06-07,7.499305,16.831453
2006-06-08,7.781042999999999,16.884912
2006-06-09,7.586386999999998,16.739811
2006-06-12,7.299531,16.579437
2006-06-13,7.469853,16.426701
2006-06-14,7.377646,16.709263
2006-06-15,7.604317,16.854364
2006-06-16,7.371244,16.877274
2006-06-19,7.325142,17.220928
2006-06-20,7.359719,17.228563
2006-06-21,7.409664,17.625679
2006-06-22,7.62993,17.472936999999998
2006-06-23,7.533884,17.182741
2006-06-26,7.554375,17.427120000000002
2006-06-27,7.354596000000001,17.45767
2006-06-28,7.174028,17.686769
2006-06-29,7.551811,17.923512
2006-06-30,7.334107,17.793684
2006-07-03,7.421189,18.099152
2006-07-05,7.299531,17.831867000000006
2006-07-06,7.142014,17.931143
2006-07-07,7.09463,17.793684
2006-07-10,7.043406,17.946419
2006-07-11,7.126646000000001,17.640947
2006-07-12,6.782159,17.28966
2006-07-13,6.691236,16.999457999999994
2006-07-14,6.488897,17.022373
2006-07-17,6.706603,17.167467000000002
2006-07-18,6.774477,17.366028
2006-07-19,6.928151,17.870055999999995
2006-07-20,7.747746,17.450027
2006-07-21,7.775923,18.228983
2006-07-24,7.865563000000001,18.328262
2006-07-25,7.930875,18.496264
2006-07-26,8.179314999999999,18.610826
2006-07-27,8.119124000000001,18.228983
2006-07-28,8.39958,18.519173
2006-07-31,8.703087,18.374077
2006-08-01,8.603201,18.320623
2006-08-02,8.7287,18.557362
2006-08-03,8.91183,18.488632
2006-08-04,8.746628999999999,18.549728
2006-08-07,8.607041,18.496264
2006-08-08,8.295850999999999,18.587906
2006-08-09,8.143457000000001,18.664282
2006-08-10,8.204928,18.679552
2006-08-11,8.151141,18.656639
2006-08-14,8.188277000000001,18.733011
2006-08-15,8.509715,18.870977
2006-08-16,8.705649000000001,18.932295
2006-08-17,8.655702999999999,18.932295
2006-08-18,8.696686,19.767771
2006-08-21,8.523800999999999,20.020714
2006-08-22,8.659546,19.637465
2006-08-23,8.619848,19.675795
2006-08-24,8.683881,19.729445
2006-08-25,8.804256,19.813757
2006-08-28,8.577589,19.890409
2006-08-29,8.513556,19.806097
2006-08-30,8.575025,19.775431
2006-08-31,8.688998,19.698788
2006-09-01,8.756875,19.806097
2006-09-05,9.153869,19.629797
2006-09-06,8.968176,19.629797
2006-09-07,9.322908,19.491831
2006-09-08,9.287052,19.622129
2006-09-11,9.284491,19.859747
2006-09-12,9.301138,19.875078
2006-09-13,9.502194,19.913404
2006-09-14,9.498355,20.181673
2006-09-15,9.489389,20.58025
2006-09-18,9.462497,20.534264
2006-09-19,9.447129,20.587904
2006-09-20,9.637942,20.833193
2006-09-21,9.559822,20.618568
2006-09-22,9.34852,20.434616
2006-09-25,9.70069,20.656895
2006-09-26,9.938885,20.84852
2006-09-27,9.78521,21.032482
2006-09-28,9.862048,21.001822
2006-09-29,9.858208,20.963491
2006-10-02,9.586717,20.971155
2006-10-03,9.486828,20.978823
2006-10-04,9.653308,21.415722
2006-10-05,9.582876,21.400393
2006-10-06,9.504756,21.362070000000006
2006-10-09,9.557261,21.247087
2006-10-10,9.452249,21.224102
2006-10-11,9.377975,21.109131
2006-10-12,9.637942,21.630337
2006-10-13,9.607205,21.745306
2006-10-16,9.655869,21.806633
2006-10-17,9.51372,21.798964
2006-10-18,9.544454,21.860287
2006-10-19,10.115615,21.683992
2006-10-20,10.238549,21.791306
2006-10-23,10.431924,21.806633
2006-10-24,10.379418,21.676331
2006-10-25,10.460097,21.699326
2006-10-26,10.52541,21.729984
2006-10-27,10.297459,21.722315
2006-10-30,10.298738,21.86795
2006-10-31,10.383262,22.00592
2006-11-01,10.137384,22.082565
2006-11-02,10.11433,22.051907
2006-11-03,10.02597,22.021246
2006-11-06,10.207817,22.105566
2006-11-07,10.310265,22.189878
2006-11-08,10.558704,22.212872
2006-11-09,10.67268,22.42749
2006-11-10,10.644506,22.412151
2006-11-13,10.802022,22.496471
2006-11-14,10.885262,22.481091
2006-11-15,10.763603,22.396484
2006-11-16,10.963384,22.665676
2006-11-17,10.994117,22.611835
2006-11-20,11.073514,22.988703
2006-11-21,11.346288,23.011774
2006-11-22,11.565272,23.011774
2006-11-24,11.734314,22.888714
2006-11-27,11.466663,22.673368
2006-11-28,11.757366,22.604153
2006-11-29,11.756085,22.742586
2006-11-30,11.738157,22.581083
2006-12-01,11.694616,22.396484
2006-12-04,11.669004,22.558001
2006-12-05,11.688211,22.404181
2006-12-06,11.503802,22.296501
2006-12-07,11.146508,22.188826
2006-12-08,11.302747,22.611835
2006-12-11,11.365495,22.719515
2006-12-12,11.031257,22.634912
2006-12-13,11.403915,22.727203
2006-12-14,11.339885,23.127138
2006-12-15,11.233591,23.219433
2006-12-18,10.945451,22.988703
2006-12-19,11.053025,23.065613
2006-12-20,10.854528,23.142521
2006-12-21,10.616336,23.057924
2006-12-22,10.52669,22.796421
2006-12-26,10.438329,23.065613
2006-12-27,10.43961,23.088688
2006-12-28,10.356368,23.057924
2006-12-29,10.864773,22.965631
2007-01-03,10.731588,22.965631
2007-01-04,10.969785,22.927172
2007-01-05,10.891665,22.796421
2007-01-08,10.945451,23.01947
2007-01-09,11.854692,23.042538
2007-01-10,12.422006,22.811804
2007-01-11,12.268334,23.611681
2007-01-12,12.11722,24.003922
2007-01-16,12.434812,23.965466
2007-01-17,12.15948,23.919327
2007-01-18,11.406476,23.842415
2007-01-19,11.333481,23.927021
2007-01-22,11.114495,23.627062
2007-01-23,10.974908,23.64245
2007-01-24,11.102969,23.911633
2007-01-25,11.045341,23.419407
2007-01-26,10.933926,23.534775
2007-01-29,11.005641,23.480936
2007-01-30,10.955698,23.442476
2007-01-31,10.978748,23.734739
2007-02-01,10.851967,23.504005
2007-02-02,10.853251,23.219433
2007-02-05,10.749517,22.77335
2007-02-06,10.776408,22.696442
2007-02-07,11.032534,22.588764
2007-02-08,11.036374,22.504164000000006
2007-02-09,10.663718,22.28882
2007-02-12,10.869898,22.258053
2007-02-13,10.846849,22.38925
2007-02-14,10.923683,22.690243
2007-02-15,10.912156,22.736547
2007-02-16,10.863493,22.180872
2007-02-20,11.00052,22.250336
2007-02-21,11.423125,22.651655
2007-02-22,11.462824,22.682524
2007-02-23,11.406476,22.304358
2007-02-26,11.334761,22.435553
2007-02-27,10.748238,21.509432
2007-02-28,10.835322,21.740957
2007-03-01,11.149072,21.679216
2007-03-02,10.937767,21.424528
2007-03-05,11.054307,21.262451
2007-03-06,11.293781,21.478548
2007-03-07,11.233591,21.308764
2007-03-08,11.26945,21.084949
2007-03-09,11.265606,21.0618
2007-03-12,11.508924,21.177563
2007-03-13,11.320674,20.621878
2007-03-14,11.525572,21.146692
2007-03-15,11.470506,21.054077
2007-03-16,11.473066,21.092667
2007-03-19,11.670282,21.478548
2007-03-20,11.715105,21.486269
2007-03-21,12.021172,22.011078
2007-03-22,12.032698,21.818136
2007-03-23,11.976349,21.625191
2007-03-26,12.274734,21.779551
2007-03-27,12.224792,21.393665
2007-03-28,11.940492,21.331915
2007-03-29,12.005805,21.416811
2007-03-30,11.898231,21.509432
2007-04-02,11.992999,21.4091
2007-04-03,12.101851,21.509432
2007-04-04,12.072398,21.99564
2007-04-05,12.124902,22.034233
2007-04-09,11.992999,22.049669
2007-04-10,12.069839,21.918463
2007-04-11,11.857251,21.694651
2007-04-12,11.806027,22.026516
2007-04-13,11.556306,22.080544
2007-04-16,11.708703,22.173155
2007-04-17,11.570395,22.26577
2007-04-18,11.576797,22.072823
2007-04-19,11.56015,22.142282
2007-04-20,11.649794,22.396965
2007-04-23,11.975071,22.211742
2007-04-24,11.940492,22.219463
2007-04-25,12.210709,22.373816
2007-04-26,12.657641,22.45871
2007-04-27,12.795946,23.245918
2007-04-30,12.780581,23.107004
2007-05-01,12.738319,23.46203
2007-05-02,12.856138,23.624092
2007-05-03,12.857415,23.901932
2007-05-04,12.909922,23.585506
2007-05-07,13.308197,23.701271
2007-05-08,13.454184,23.73214
2007-05-09,13.687257,23.755295
2007-05-10,13.746166,23.600937
2007-05-11,13.925454,23.840183
2007-05-14,14.004852,23.901932
2007-05-15,13.769217,23.925154
2007-05-16,13.746166,24.056784
2007-05-17,14.015098000000002,23.987103
2007-05-18,14.089373000000002,23.87096
2007-05-21,14.340376,24.041302
2007-05-22,14.540149,23.76256
2007-05-23,14.456912,23.677391
2007-05-24,14.175173,23.359943
2007-05-25,14.550395000000002,23.599970000000006
2007-05-29,14.643882,23.839993
2007-05-30,15.209914,24.087757
2007-05-31,15.519823,23.76256
2007-06-01,15.162531,23.685137
2007-06-04,15.537753,23.785791
2007-06-05,15.709361,23.677391
2007-06-06,15.833576,23.45285
2007-06-07,15.888645,22.934084
2007-06-08,15.942432,23.267025
2007-06-11,15.391762,23.243797
2007-06-12,15.416092,23.112169
2007-06-13,15.047276,23.530277
2007-06-14,15.207353,23.630934
2007-06-15,15.431462,23.607708
2007-06-18,16.019264,23.623194
2007-06-19,15.836138,23.584478
2007-06-20,15.565925,23.236059
2007-06-21,15.866874,23.398653
2007-06-22,15.751616,22.833429
2007-06-25,15.667096,22.833429
2007-06-26,15.322610999999998,22.856661
2007-06-27,15.609463,23.127655
2007-06-28,15.439143,23.096685
2007-06-29,15.628678,22.817945
2007-07-02,15.528787,23.026997
2007-07-03,16.285632999999994,23.243797
2007-07-05,17.000221,23.22057
2007-07-06,16.942589,23.205082
2007-07-09,16.690310999999998,23.127655
2007-07-10,16.948995999999998,22.709541
2007-07-11,16.954121,22.833429
2007-07-12,17.16926,23.282511
2007-07-13,17.637970000000006,23.088938
2007-07-16,17.685354,23.251535
2007-07-17,17.789082999999994,23.832245
2007-07-18,17.687916,23.940645
2007-07-19,17.928667,24.397469
2007-07-20,18.408903,24.126471
2007-07-23,18.402496,24.149702
2007-07-24,17.274271,23.847734
2007-07-25,17.577784,23.778046
2007-07-26,18.697041,23.212828
2007-07-27,18.421707,22.756006
2007-07-30,18.111801,22.763742
2007-07-31,16.873434,22.446289
2007-08-01,17.288361,22.686312
2007-08-02,17.479176000000002,22.856661
2007-08-03,16.884966,22.423063
2007-08-06,17.320368,22.872143
2007-08-07,17.292204,22.879887
2007-08-08,17.161585000000002,23.228313
2007-08-09,16.185745,22.686312
2007-08-10,16.007738,22.22949
2007-08-13,16.365036,22.167553
2007-08-14,15.88352,21.965538
2007-08-15,15.354622,21.833447
2007-08-16,14.989646,21.608114
2007-08-17,15.631235,21.949993
2007-08-20,15.651728,21.957766
2007-08-21,16.336861,21.810137
2007-08-22,16.969484,21.926682
2007-08-23,16.785072,21.988844
2007-08-24,17.326777,22.385107
2007-08-27,16.936188,22.136473
2007-08-28,16.240812,21.701365
2007-08-29,17.170538,22.214170000000006
2007-08-30,17.448439,22.105394
2007-08-31,17.734016,22.322954
2007-09-04,18.461405,22.385107
2007-09-05,17.51375,22.128702
2007-09-06,17.289637,22.462812
2007-09-07,16.874717999999998,22.097618
2007-09-10,17.507343,22.128702
2007-09-11,17.351110000000002,22.478342
2007-09-12,17.525278,22.478342
2007-09-13,17.570095000000002,22.657059
2007-09-14,17.776274,22.563822
2007-09-17,17.725054,22.322954
2007-09-18,18.046482,22.478342
2007-09-19,18.027277,22.276331
2007-09-20,17.968367,22.082079
2007-09-21,18.460123,22.260794
2007-09-24,18.989023,22.594896
2007-09-25,19.616522,22.967852
2007-09-26,19.564020000000006,22.92123
2007-09-27,19.785568,22.913465
2007-09-28,19.653664000000006,22.890156
2007-10-01,20.021204,23.131016
2007-10-02,20.291412,23.076635
2007-10-03,20.223536,22.882387
2007-10-04,20.008396,23.084398
2007-10-05,20.6756,23.185415
2007-10-08,21.502874,23.185415
2007-10-09,21.496475,23.387424
2007-10-10,21.359447,23.48844
2007-10-11,20.775484,23.239799
2007-10-12,21.418356,23.44182
2007-10-15,21.38378,23.340807
2007-10-16,21.71674,23.558367
2007-10-17,22.122698,24.148876
2007-10-18,22.218744,24.211031
2007-10-19,21.824312,23.44182
2007-10-22,22.328878,23.705994
2007-10-23,23.840008,24.009016
2007-10-24,23.810555,24.280964
2007-10-25,23.407162,24.855942
2007-10-26,23.653038,27.217989000000006
2007-10-29,23.702988,26.860575
2007-10-30,23.947578,27.637566
2007-10-31,24.325365,28.601042
2007-11-01,24.003931,28.79528
2007-11-02,24.058996,28.79528
2007-11-05,23.842573,28.538872
2007-11-06,24.560997,28.290245
2007-11-07,23.857937,27.598717
2007-11-08,22.471025,26.992666
2007-11-09,21.177595,26.207903
2007-11-12,19.690805,25.935959
2007-11-13,21.765409,26.863634
2007-11-14,21.272366,26.450468
2007-11-15,21.040573,26.317938
2007-11-16,21.308224,26.575203
2007-11-19,20.995754,26.473852
2007-11-20,21.623259,26.957178000000006
2007-11-21,21.573313,26.684334000000003
2007-11-23,21.967743,26.590792
2007-11-26,22.09581,25.702089
2007-11-27,22.386503,25.772251
2007-11-28,23.079321,26.271168
2007-11-29,23.600533,26.185415
2007-11-30,23.335445,26.193216
2007-12-03,22.905157,25.663107
2007-12-04,23.026812,25.546179
2007-12-05,23.755489,26.621965000000007
2007-12-06,24.325365,26.933792
2007-12-07,24.882427,26.918203
2007-12-10,24.870907,27.097494
2007-12-11,24.144796,26.582985
2007-12-12,24.441898,26.871431
2007-12-13,24.566122,27.456099
2007-12-14,24.38171,27.52627
2007-12-17,23.614616,26.809067
2007-12-18,23.432772,27.081911
2007-12-19,23.450703,27.120884000000004
2007-12-20,23.97447,27.689962
2007-12-21,24.832487,28.110926
2007-12-24,25.458712,28.516302000000003
2007-12-26,25.477921,28.539686
2007-12-27,25.429255,28.040766
2007-12-28,25.590614,28.157701
2007-12-31,25.366503,27.752327
2008-01-02,24.951582,27.456099
2008-01-03,24.963108,27.573027000000003
2008-01-04,23.057547,26.801273
2008-01-07,22.748917,26.980566
2008-01-08,21.930607,26.076279
2008-01-09,22.974308,26.848042
2008-01-10,22.797581,26.762291
2008-01-11,22.115015,26.434879
2008-01-14,22.894909,26.809067
2008-01-15,21.647589,26.505037
2008-01-16,20.443804,25.904774
2008-01-17,20.603884,25.811226
2008-01-18,20.66407,25.733261
2008-01-22,19.931557,24.914732
2008-01-23,17.809572,24.891348
2008-01-24,17.365198,25.920368
2008-01-25,16.64933,25.678703
2008-01-28,16.64933,25.507202
2008-01-29,16.845266,25.413656
2008-01-30,16.927225,25.10183
2008-01-31,17.334463,25.413656
2008-02-01,17.128279,23.737595
2008-02-04,16.859354,23.534908
2008-02-05,16.56609,22.661806
2008-02-06,15.623555,22.233047
2008-02-07,15.526225,21.921225
2008-02-08,16.06921,22.264225
2008-02-11,16.577616,21.991383
2008-02-12,15.989813,22.09272
2008-02-13,16.571217,22.576056
2008-02-14,16.322771,22.217463
2008-02-15,15.960354999999998,22.155094
2008-02-19,15.646605,22.045532
2008-02-20,15.856628,22.084654
2008-02-21,15.564646,21.990749
2008-02-22,15.298277,21.662058
2008-02-25,15.334135,21.787271
2008-02-26,15.258579,22.209873
2008-02-27,15.746495,22.115957
2008-02-28,16.63652,21.85771
2008-02-29,16.0103,21.286415
2008-03-03,15.588975,21.122072
2008-03-04,15.959074,21.591625
2008-03-05,15.942432,22.006395
2008-03-06,15.486528,21.575975
2008-03-07,15.655568,21.810751
2008-03-10,15.32773,21.951612
2008-03-11,16.308683,22.9142
2008-03-12,16.139641,22.405516
2008-03-13,16.384245,22.397696
2008-03-14,16.213923,21.881187
2008-03-17,16.229288,22.147266
